"","saleprice","gdistance","wdistance","cdistance","bathrooms","bedrooms","sqftbuilding","sqftlot","age"
"661",63000,6784.6337890625,14617.0537109375,543.070983886719,1,2,912,6300,72
"662",151000,12885.6171875,2273.6689453125,2433.78588867188,2,3,1725,4900,65
"663",105000,14898.8388671875,4845.83984375,363.132995605469,2.5,3,1678,5478,8
"664",113500,11092.83984375,6394.86376953125,268.278015136719,2,3,1348,6679,2
"665",142500,14812.509765625,1419.13598632812,50.5660018920898,2,3,1582,5330,2
"666",116500,2790.98193359375,11689.0615234375,855.583984375,2,3,1191,4497,11
"667",110000,4918.123046875,5807.634765625,24.7290000915527,2,3,1656,7887,14
"668",66000,4476.63623046875,6112.98095703125,81.3720016479492,1.5,3,944,5400,32
"669",135500,3864.20092773438,10610.748046875,652.3330078125,2,3,1104,5656,17
"670",232000,14723.87109375,425.063995361328,458.860992431641,2,3,2135,10023,25
"671",115000,3858.462890625,10601.1240234375,1127.498046875,1,2,1418,5000,56
"672",160000,8107.72509765625,4492.43505859375,451.200988769531,3,4,1810,6557,5
"673",229500,5437.412109375,13479.486328125,1595.58801269531,3,4,2572,6697,6
"674",164000,2190.57495117188,12236.1416015625,1057.93505859375,2,3,1415,6300,6
"675",185000,1350.65100097656,13105.55859375,274.476989746094,2.5,3,1808,4450,2
"676",113500,6398.77783203125,6929.89501953125,702.35400390625,1,3,1286,6240,36
"677",134000,3179.17602539062,12300.3740234375,1044.21801757812,2,3,1168,5500,15
"678",112000,5598.93212890625,6087.89697265625,957.424987792969,2,3,1331,6000,16
"679",77000,13336.2900390625,4696.27880859375,448.671997070312,2,3,1120,6136,17
"680",68000,6750.69189453125,14462.2353515625,242.341995239258,1,1,447,2250,48
"681",160000,3901.45703125,5800.68798828125,393.605010986328,2,3,1819,9804,9
"682",131500,4357.05419921875,5350.6669921875,651.044982910156,2,3,1152,6731,3
"683",120000,5356.47021484375,6443.56201171875,1055.94299316406,2,4,1496,8750,18
"684",149500,2225.31005859375,12266.279296875,972.52197265625,2.5,4,1567,6000,16
"685",77000,5654.3271484375,4120.421875,581.400024414062,2,3,988,6014,17
"686",141500,5113.55517578125,10978.2939453125,200.02099609375,2.5,3,1361,3526,11
"687",41000,3858.15698242188,5845.22314453125,348.088012695312,2,3,1819,7763,10
"688",175000,2255.43505859375,12176.8427734375,1121.83996582031,2,3,1466,7000,5
"689",178000,2557.22192382812,11687.7529296875,15.2119998931885,3,4,2099,6000,2
"690",101000,5884.1640625,13493.673828125,905.856018066406,1,3,1134,7473,41
"691",1e+05,15556.3828125,2797.69311523438,2045.96301269531,2,4,1760,9084,37
"692",50000,11018.296875,2519.47290039062,2184.85009765625,1,1,750,11250,50
"693",96000,6036.52880859375,7641.43115234375,12.2749996185303,2,3,1118,5460,25
"694",57000,14085.708984375,4377.9619140625,1134.65905761719,2,2,1160,6444,15
"695",217500,6146.02294921875,12787.3515625,12.1099996566772,2.5,4,2444,8310,7
"696",120000,9010.3046875,24957.646484375,291.471984863281,2,3,1438,8144,13
"697",167000,12426.576171875,1606.56994628906,2811.40698242188,3,4,2227,9014,12
"698",70000,9620.1083984375,3101.8720703125,1160.55700683594,2,3,1209,5100,21
"699",133000,776.843017578125,11976.734375,7.04099988937378,2,3,1655,6967,7
"700",124000,3690.00903320312,7475.4560546875,50.3230018615723,2,3,1469,5398,28
"701",80000,8069.51708984375,4228.23388671875,141.934997558594,1,2,933,8200,49
"702",70000,11120.1533203125,1658.97204589844,1923.93701171875,1,3,959,6080,45
"703",125000,3750.82592773438,7813.10595703125,78.6480026245117,2,3,1134,6675,9
"704",94500,10794.58984375,1331.77404785156,2300.44702148438,2,3,1376,5000,42
"705",85500,11204.3466796875,15270.9443359375,56.617000579834,1,2,974,4100,34
"706",230000,5542.72119140625,12566.435546875,437.10400390625,2.5,4,2342,10527,1
"707",177000,14488.25,815.231994628906,1988.02404785156,3,5,2454,10047,13
"708",93000,4737.453125,6742.1689453125,95.8339996337891,2,3,1130,7195,25
"709",178500,11577.50390625,6733.81591796875,164.220993041992,2.5,4,2077,9045,1
"710",123000,11749.232421875,1872.54504394531,2897.56591796875,1.5,3,1432,5000,48
"711",72000,14007.416015625,4362.41796875,1074.07397460938,2,2,1136,5800,13
"712",104000,6192.1611328125,13816.255859375,697.257995605469,1,2,1162,5400,52
"713",35500,11172.1962890625,2208.73999023438,1960.92504882812,1,4,1168,7500,82
"714",127000,269.246002197266,6341.126953125,205.386001586914,2,3,1700,5057,4
"715",139500,6043.7578125,5675.60693359375,710.453002929688,2,3,1811,6917,9
"716",164500,2994.88598632812,12799.2314453125,938.481018066406,2,3,1661,5894,5
"717",125000,13890.0146484375,2696.02001953125,1563.23205566406,2,3,1544,6600,15
"718",80000,10353.736328125,775.744018554688,1264.24194335938,1,3,897,9450,47
"719",87000,15131.1318359375,1374.53601074219,2042.26794433594,1,2,957,5909,44
"720",163500,7597.4921875,4846.76806640625,759.380981445312,3,4,2326,7088,5
"721",150000,9503.76171875,14401.203125,598.200012207031,2,3,1802,8346,35
"722",222000,14896.083984375,555.89599609375,531.820983886719,2,3,2009,10787,25
"723",145000,4949.09814453125,11463.8115234375,204.865997314453,2,3,1167,6514,16
"724",129000,15721.9248046875,3609.73510742188,1325.21594238281,2.5,3,2009,5736,17
"725",99500,13997.2470703125,4992.009765625,894.934997558594,2,3,1563,5000,7
"726",167500,7699.56201171875,4666.009765625,579.47900390625,3,4,2314,7294,4
"727",140000,11128.9365234375,848.708984375,463.098999023438,2,3,1457,7568,12
"728",114500,10963.53515625,5697.130859375,541.601013183594,1,2,1033,6197,46
"729",138000,4286.56103515625,5445.11376953125,681.304992675781,2,3,1497,6570,10
"730",187500,7558.7177734375,4658.8388671875,471.630004882812,3,4,2606,7109,6
"731",56000,10422.1298828125,263.156005859375,2700.05297851562,1,1,600,6390,75
"732",164000,10449.4931640625,642.114013671875,2576.6650390625,1,3,1902,9375,66
"733",85000,10921.6708984375,5245.22216796875,885.471008300781,1,2,1582,6197,46
"734",290000,11507.39453125,15751.234375,137.611999511719,3,4,2995,9754,3
"735",114500,3574.02709960938,11472.7626953125,533.357971191406,2.5,3,1401,5774,8
"736",86000,13535.51953125,3799.99194335938,924.947998046875,2,3,960,6800,14
"737",138500,9190.9013671875,26024.19140625,106.231002807617,2,3,1748,7000,10
"738",140000,2205.11596679688,10637.193359375,379.605010986328,2.5,3,2056,5268,15
"739",140000,4236.4521484375,11856.4140625,684.3759765625,2,3,1214,4000,9
"740",159500,5223.43896484375,11068.7216796875,135.921005249023,2,3,1167,8989,14
"741",150000,3834.80297851562,10591.775390625,1016.80499267578,2,3,1670,6313,24
"742",196000,2181.31201171875,12249.2138671875,1047.68798828125,2.5,3,1778,5736,5
"743",87500,5690.30078125,13342.99609375,795.041015625,1,2,1176,7500,45
"744",120000,3743.88403320312,7877.787109375,241.57600402832,2,3,1310,8200,44
"745",154000,3682.30493164062,10825.869140625,716.476013183594,2,3,1711,6160,7
"746",140000,3755.82495117188,10683.8916015625,1194.59301757812,2,2,1361,8400,56
"747",283000,11189.5,8586.1591796875,21.4330005645752,3,3,2552,62290,8
"748",185000,9376.9208984375,14357.609375,503.574005126953,2.5,4,2568,8625,43
"749",105000,12778.2314453125,4608.7109375,134.07600402832,2,3,1391,6000,22
"750",150000,11683.8779296875,16006.908203125,3.1949999332428,3,5,2240,7108,8
"751",139500,4945.39990234375,7421.4638671875,679.530029296875,2.5,3,1686,11067,25
"752",92000,7735.5859375,5542.22119140625,376.566009521484,1,2,864,6572,53
"753",75000,10703.6611328125,1815.74694824219,2431.67309570312,1,3,1336,5500,86
"754",255000,2133.73291015625,8247.4306640625,398.621002197266,2,3,2063,65775,17
"755",84500,14936.345703125,1166.85595703125,1904.89599609375,1,3,1176,6608,44
"756",75000,7499.19482421875,3165.72192382812,418.752014160156,1.5,3,1174,7925,24
"757",168000,13461.1435546875,11.2200002670288,1483.68005371094,2,3,1634,4540,56
"758",1e+05,9527.451171875,24306.654296875,80.7559967041016,2,3,1052,5250,39
"759",130000,2944.62109375,8819.3115234375,53.742000579834,2,3,1386,6267,7
"760",52500,10675.708984375,2997.89794921875,2182.31689453125,1,2,850,2940,36
"761",67000,11679.630859375,3476.6298828125,1490.16101074219,1,2,961,10750,55
"762",61500,11614.1611328125,1075.84899902344,450.209991455078,1,2,713,6250,59
"763",87500,12542.4189453125,997.510986328125,2205.55200195312,2,3,1284,8589,50
"764",126000,5590.01611328125,7025.63916015625,1152.02197265625,2,3,1496,6500,35
"765",87000,10506.6748046875,1839.02099609375,2625.26806640625,1,3,1008,5750,17
"766",126500,6121.615234375,5501.5087890625,397.56298828125,2,3,1431,6000,16
"767",125000,14813.5712890625,1742.96997070312,1147.13305664062,2.5,3,2310,22500,1
"768",129000,2642.03588867188,8950.642578125,184.569000244141,2,3,1537,6317,13
"769",47000,7934.6171875,11535.85546875,138.744995117188,1,1,464,2250,59
"770",69000,5244.51416015625,7636.626953125,790.927001953125,1,2,1107,5520,49
"771",120000,13966.2880859375,65.0199966430664,790.028015136719,2,3,1329,5883,19
"772",146500,14323.6591796875,2293.4599609375,1433.89196777344,1.5,3,1649,9877,34
"773",126500,2972.2919921875,13769.6845703125,118.162002563477,1,2,951,5000,81
"774",50000,11524.8369140625,3174.51806640625,1725.02197265625,1,2,818,6100,41
"775",131000,4772.92578125,6790.19189453125,240.981002807617,2,3,1622,7271,9
"776",153000,14504.7822265625,2177.07690429688,2160.541015625,2,3,1501,6367,11
"777",98000,12065.2080078125,5183.34814453125,192.845001220703,2,3,1440,7490,16
"778",132000,5255.51708984375,11160.52734375,158.373992919922,1,3,1020,6678,15
"779",110000,3114.77392578125,11500.0107421875,1316.44604492188,1,2,784,5335,41
"780",187000,7664.89501953125,4845.7177734375,754.732971191406,2.5,4,2230,8123,4
"781",147500,2111.64501953125,12319.4833984375,978.02197265625,2,3,1220,6300,12
"782",120000,10790.29296875,1336.01000976562,2402.79907226562,2,3,1289,5000,47
"783",153500,12509.3212890625,2299.53588867188,2353.35400390625,2,3,1773,3970,15
"784",160000,7336.77001953125,5551.19482421875,847.888977050781,2,3,1665,6909,2
"785",86000,12282.4052734375,72.8470001220703,82.4179992675781,1,3,1044,7500,53
"786",90000,4903.68212890625,13075.5283203125,1869.21301269531,2,3,1426,13756,5
"787",3e+05,10974.7939453125,9259.119140625,169.966995239258,2,3,2747,31767,12
"788",115000,5171.15185546875,6176.880859375,279.260009765625,2,3,1354,6700,13
"789",110000,7520.1669921875,2737.13208007812,470.273010253906,2,4,1440,5000,1
"790",105000,11635.68359375,1573.56994628906,2110.10205078125,1,2,1055,17033,39
"791",140000,2145.97509765625,12314.310546875,1007.33599853516,2,3,1198,6445,11
"792",93000,7295.56103515625,3484.43310546875,750.828002929688,2,3,1390,6175,41
"793",174000,8300.6240234375,4309.5,289.671997070312,3,5,2312,6000,4
"794",167500,700.2080078125,14676.8759765625,114.289001464844,2,3,1936,6800,4
"795",141000,2019.74096679688,12404.8095703125,892.242980957031,2,3,1332,3910,5
"796",243000,15064.125,807.453002929688,312.977996826172,2.5,4,2114,9091,24
"797",77000,13548.9892578125,2062.56811523438,2218.71508789062,1,2,858,5380,47
"798",84000,1955.97900390625,12722.0517578125,379.910003662109,1,3,1032,5050,39
"799",91000,6882.287109375,12702.0009765625,106.296997070312,2,3,1054,5000,14
"800",129000,8607.630859375,13578.4814453125,105.36499786377,2,3,1317,7010,5
"801",65000,10953.76171875,932.775024414062,3098.60107421875,1,2,1111,6018,75
"802",119000,2176.23901367188,13067.4755859375,286.100006103516,2,3,1120,5000,14
"803",188000,2173.1298828125,12253.681640625,1040.42602539062,2,4,1854,9765,7
"804",172000,1934.42602539062,12496.361328125,806.745971679688,2,4,1610,6660,19
"805",175000,11716.646484375,3742.3759765625,1404.15295410156,2,3,1755,6500,12
"806",134500,13789.076171875,2748.22802734375,1514.50805664062,2,3,1511,7552,18
"807",202500,12473.1103515625,1266.23498535156,2464.73510742188,2,3,2173,8052,12
"808",1e+05,11799.298828125,1279.90100097656,1591.2099609375,1,2,1356,6080,41
"809",102000,269.246002197266,6341.126953125,205.386001586914,2,3,1180,6046,15
"810",89000,15440.6728515625,4303.35498046875,905.778015136719,2,3,1386,5825,10
"811",62000,4877.162109375,13149.828125,1433.95300292969,1,3,825,5881,3
"812",195500,10993.4912109375,15581.25390625,500.06201171875,2.5,4,2102,11900,18
"813",84000,12374.4453125,112.398002624512,36.3499984741211,1.5,3,1403,7245,42
"814",88000,15082.603515625,3339.81396484375,2215.2958984375,1,3,1065,6954,24
"815",178000,12756.6474609375,4340.1591796875,407.803985595703,2.5,4,2460,8775,21
"816",94000,10944.525390625,825.752014160156,3165.90307617188,1,2,1510,5400,71
"817",153500,1641.25598144531,12789.3173828125,507.821990966797,2,3,1332,4755,1
"818",176500,2146.38403320312,12284.390625,1012.75402832031,2.5,4,2140,7007,12
"819",60000,8659.412109375,1754.27099609375,2303.10107421875,1,2,784,7500,58
"820",120000,13783.927734375,2267.13989257812,1966.43896484375,1.5,2,1580,7040,40
"821",118000,2436.71606445312,10740.1806640625,112.843002319336,2,3,1749,7345,36
"822",108000,5931.634765625,12717.533203125,28.3910007476807,2,3,1597,6825,15
"823",185500,12745.99609375,3948.18994140625,937.827026367188,2.5,4,2161,6967,1
"824",116000,13877.3759765625,162.259002685547,1125.76098632812,2,3,1374,8600,10
"825",125000,10728.1708984375,9018.4091796875,296.019012451172,1,3,1320,10125,36
"826",183000,11828.7158203125,16216.1552734375,128.884002685547,3,4,3070,13570,26
"827",174000,8269.3623046875,4226.3330078125,186.45100402832,3,5,2312,8387,3
"828",260000,4528.0859375,12002.2080078125,302.115997314453,3,3,3082,12927,13
"829",325000,13759.005859375,2495.86889648438,715.273986816406,3,5,3293,12115,1
"830",211818,11334.603515625,973.718994140625,3181.34204101562,2.5,3,1972,5500,1
"831",84500,2886.05908203125,8753.05859375,74.3450012207031,1,2,836,43560,52
"832",161000,4076.1650390625,13004.5419921875,115.543998718262,2,4,1588,6425,2
"833",175000,5936.4951171875,5989.2900390625,1185.9150390625,2,3,1709,7985,11
"834",132000,13813.31640625,321.710998535156,604.52099609375,2,4,1857,6200,24
"835",117000,9239.95703125,13675.94140625,61.7290000915527,2,3,1290,5936,10
"836",70000,11087.24609375,2166.43701171875,2046.06494140625,1,2,1050,7214,78
"837",89000,7736.48388671875,5607.19921875,346.756988525391,1,2,1152,6000,45
"838",80000,4924.8837890625,6616.10498046875,648.484008789062,2,2,1540,5700,44
"839",91000,10307.9033203125,659.325012207031,2307.43310546875,1,2,802,5000,50
"840",131500,810.825012207031,11778.59765625,129.753005981445,2,3,1655,6566,8
"841",90500,7322.7998046875,3174.36791992188,398.341003417969,2.5,4,1630,6232,5
"842",125000,13252.0068359375,4443.48681640625,172.611999511719,2,3,1979,9949,33
"843",164000,9141.302734375,13444.10546875,23.2789993286133,2.5,3,1858,6120,6
"844",178000,15222.4873046875,900.796020507812,407.709014892578,2,4,1977,8400,22
"845",2e+05,3531.75805664062,12175.9189453125,1372.51696777344,3,4,2689,6116,7
"846",228500,13156.4599609375,5983.8388671875,75.0640029907227,3,4,2243,20026,5
"847",45000,10000.1103515625,5438.14990234375,163.343002319336,1,3,1188,8525,46
"848",84000,9439.140625,6008.67919921875,134.606002807617,2,3,1241,5000,7
"849",80000,11902.271484375,1902.14697265625,2697.0439453125,1.5,3,1137,5225,15
"850",184000,4888.580078125,4850.47900390625,651.184997558594,3,3,2943,7000,70
"851",82000,9843.583984375,4362.30078125,740.838989257812,1,3,1008,12865,23
"852",129500,4037.38989257812,10404.001953125,915.484985351562,2,3,1073,5557,27
"853",204500,1590.23596191406,12841.5146484375,457.350006103516,3,4,2235,6801,4
"854",55000,6531.97705078125,3478.76000976562,1440.00695800781,1.5,3,1231,5050,53
"855",152000,2017.76696777344,12447.37109375,937.614990234375,2.5,4,1567,5890,13
"856",113500,15225.875,1151.55004882812,692.448974609375,2,3,1305,5250,13
"857",93000,15302.333984375,2617.06811523438,2075.61596679688,2,3,1288,8200,36
"858",98500,10370.626953125,14771.4755859375,269.322998046875,2,3,936,5750,33
"859",214000,2049.55908203125,12374.9619140625,920.528015136719,2.5,4,1830,6092,2
"860",185000,4139.58203125,12990.1337890625,283.010986328125,2.5,4,2272,7596,3
"861",188500,4643.4521484375,10659.244140625,40.2410011291504,3,3,1801,5800,1
"862",155000,4670.296875,11598.7939453125,377.628997802734,2,3,1600,6300,17
"863",113000,11774.4541015625,1881.29797363281,2927.52587890625,1,3,1035,5000,42
"864",275000,4127.0771484375,12046.978515625,747.255004882812,2,3,2408,20930,12
"865",86000,12015.71484375,1107.78100585938,1690.59301757812,1,3,1048,7920,43
"866",114000,2136.89501953125,12609.0986328125,279.289001464844,1.5,2,866,5000,52
"867",345000,4573.46923828125,12300.064453125,503.049011230469,2,3,2639,23824,13
"868",140000,12307.5322265625,892.747009277344,1803.42102050781,2,3,1555,7000,20
"869",135000,6363.7431640625,13366.541015625,529.418029785156,2,3,1364,7200,11
"870",95000,5415.76123046875,12380.8447265625,375.182006835938,1,2,997,11050,9
"871",185000,8148.21484375,5057.91015625,598.210021972656,2,2,2237,13500,49
"872",115000,14225.916015625,4473.240234375,1226.11499023438,1,3,1600,207781,61
"873",95000,11218.7939453125,1556.95397949219,1311.01000976562,2.5,3,1437,6370,35
"874",171000,4598.046875,10654.7138671875,125.596000671387,3,4,1950,5000,4
"875",90000,5452.5888671875,6710.98291015625,997.882019042969,2,3,1195,6060,19
"876",130500,4588.68408203125,5139.921875,667.302978515625,2,3,1568,7872,6
"877",165000,15769.322265625,2526.89794921875,2695.36791992188,2,3,1656,7500,21
"878",117000,8475.5693359375,13934.01953125,203.966003417969,2,3,1682,5897,12
"879",129000,5688.78076171875,12529.72265625,149.792007446289,2,3,1130,5501,1
"880",87000,12846.2373046875,4797.27294921875,106.228996276855,2,3,1443,6500,27
"881",83000,11823.359375,1842.59399414062,1796.14501953125,1,3,914,6300,43
"882",156500,11272.263671875,6991.283203125,101.678001403809,2.5,4,2077,7490,3
"883",1e+05,10662.951171875,766.401000976562,2775.42211914062,1.5,3,1450,8650,65
"884",179000,2627.16088867188,9052.673828125,126.886001586914,2,3,1771,17283,10
"885",170000,1928.42102050781,13380.7822265625,151.871994018555,2,3,1933,7242,6
"886",125000,9930.0517578125,14916.9365234375,432.427001953125,2,3,1510,7290,40
"887",133000,3241.68603515625,11307.5869140625,714.794982910156,2,3,1277,6382,12
"888",289000,14668.1650390625,1001.95501708984,2148.31201171875,2.5,4,2822,6300,3
"889",145000,11418.33984375,1374.90197753906,808.241027832031,2,2,1578,6900,11
"890",119000,15478.228515625,3228.98608398438,1575.98095703125,2,3,1554,10700,33
"891",175000,2417.93896484375,12980.0009765625,502.5,2,4,1901,11062,10
"892",102500,9666.7724609375,5496.68798828125,167.481994628906,2,3,1343,6232,2
"893",45000,12596.08984375,465.936004638672,1542.11096191406,1,3,1476,8050,40
"894",160000,9470.978515625,14747.5634765625,46.1180000305176,2.5,3,1796,8468,10
"895",95000,7643.912109375,2881.90307617188,103.842002868652,2,3,1088,5000,1
"896",156000,4862.2841796875,6673.044921875,130.033004760742,2,3,1544,7200,5
"897",138000,4683.41796875,13063.3857421875,892.346008300781,3,2,1490,7039,5
"898",109000,5541.07421875,6233.39208984375,1201.07995605469,2,3,1170,5200,15
"899",75000,12088.4033203125,21.1690006256104,89.1589965820312,1,2,951,7500,42
"900",99500,14740.615234375,953.924987792969,1903.22802734375,1,3,1101,5522,40
"901",173000,8589.9013671875,13532.4658203125,70.947998046875,3,4,2078,6060,4
"902",105000,4044.541015625,11285.306640625,122.773002624512,2,3,1666,10125,34
"903",68500,8204.810546875,2179.19702148438,1830.71997070312,1,2,1303,5000,46
"904",105000,10380.6572265625,796.833984375,2291.91796875,1,3,1421,8996,54
"905",129000,532.684020996094,11897.677734375,90.1480026245117,2,3,1310,8042,3
"906",214000,3749.45703125,13295.1572265625,282.786987304688,3,4,2223,5880,4
"907",188000,12527.5615234375,3910.90209960938,806.27197265625,3,5,2414,10663,1
"908",170000,3568.06494140625,13309.625,57.9980010986328,2,3,1718,5725,3
"909",180000,3898.51098632812,13227.91015625,226.585998535156,2,3,1955,6500,1
"910",145000,10738.3583984375,453.526000976562,2744.22509765625,2,3,1450,6580,34
"911",140000,6702.615234375,13001.2021484375,396.032012939453,1,3,1602,17424,74
"912",107273,3775.32397460938,13434.599609375,172.126007080078,2,3,1242,4097,16
"913",259500,3298.01904296875,12262.564453125,1168.80102539062,3,4,2238,8262,11
"914",190000,8426.779296875,4251.619140625,207.809005737305,2.5,3,1913,7421,1
"915",105000,14118.791015625,4178.05615234375,1211.20397949219,2,3,1197,9367,8
"916",164500,15449.1357421875,2573.30200195312,2260.32104492188,2,3,1642,5547,7
"917",162500,2773.59692382812,11169.267578125,384.1669921875,2.5,4,1567,6000,14
"918",114000,8745.50390625,25106.966796875,154.080001831055,2,3,1415,8400,8
"919",250000,13595.99609375,6176.298828125,348.261993408203,3.5,4,2647,215186,6
"920",148000,3753.251953125,11375.080078125,970.619018554688,2,3,1325,5000,8
"921",89000,13055.2861328125,4153.48583984375,634.125,2,3,1232,5723,36
"922",109500,13663.314453125,595.004028320312,398.428009033203,2,3,1317,6464,30
"923",230000,3691.61010742188,12472.3828125,1062.2080078125,3,4,2582,6309,2
"924",131000,12928.314453125,3516.07788085938,1200.6240234375,2,3,1552,6500,11
"925",243000,3691.64208984375,12483.6484375,1049.69799804688,3,4,2813,7247,3
"926",140000,12029.7578125,4806.20703125,210.397003173828,2.5,4,2226,7150,20
"927",73000,13190.5,4806.1220703125,305.119995117188,2,3,1389,5310,20
"928",1e+05,13606.306640625,2742.80590820312,1138.35998535156,2,3,1545,6800,22
"929",83500,10507.47265625,356.001007080078,2921.46411132812,2,3,1551,8250,40
"930",60000,13697.4423828125,3589.88500976562,1118.33203125,2,3,960,6000,18
"931",92500,10937.5546875,1235.30505371094,1229.36499023438,1,3,1014,7540,41
"932",116500,6245.85986328125,4359.07421875,354.933013916016,2.5,4,1441,5000,4
"933",70000,15082.5751953125,2048.09204101562,2035.26599121094,1,2,957,6555,43
"934",148000,15721.9248046875,3609.73510742188,1325.21594238281,2,3,1510,7475,12
"935",95000,5576.9130859375,6124.65380859375,1009.90502929688,2,3,1159,6300,19
"936",75000,11737.904296875,1080.7060546875,526.517028808594,1,3,1008,7500,18
"937",125000,5531.09912109375,7668.55810546875,562.245971679688,2,3,1316,7350,34
"938",107000,8593.85546875,14121.744140625,89.8990020751953,2,3,1374,6639,12
"939",87500,10178.7880859375,505.875,1725.21398925781,1,2,764,5800,45
"940",90000,13554.0078125,4200.255859375,750.083984375,2,3,1413,6900,32
"941",65000,1856.6689453125,10287.2001953125,199.335006713867,1.5,2,979,3568,51
"942",70500,3357.01098632812,11773.1845703125,45.6940002441406,1,3,1014,7670,45
"943",158000,4506.77294921875,12627.8310546875,329.205993652344,2,3,1312,6100,14
"944",170000,4014.44189453125,12381.7958984375,781.577026367188,2.5,4,1836,8547,8
"945",185000,14434.8701171875,736.585998535156,1896.03405761719,3,3,2565,6600,20
"946",93000,11283.2255859375,968.028991699219,3183.12890625,2,3,1523,5000,73
"947",189000,2127.8330078125,19088.7578125,3.75099992752075,2.5,3,1808,4360,1
"948",109000,5284.34423828125,13134.3525390625,964.216003417969,1,2,1299,5050,66
"949",85000,4745.88916015625,10742.1767578125,76.8769989013672,1,2,904,5967,70
"950",95000,9207.91796875,5925.7060546875,162.393997192383,2,3,1379,6908,7
"951",92000,11017.2587890625,4748.3388671875,1252.92700195312,2,3,1052,5000,29
"952",127500,13322.2626953125,1335.46301269531,2943.3701171875,3,4,1778,7140,39
"953",105000,4487.70703125,6111.97216796875,81.1559982299805,2,2,1090,6496,38
"954",155000,2401.17895507812,12086.1630859375,851.931030273438,2,3,1408,6500,9
"955",1e+05,9376.6923828125,782.883972167969,1458.41394042969,1,2,1140,7504,44
"956",252000,4269.17919921875,12575.9736328125,816.171997070312,3,4,2582,6525,6
"957",103500,13887.1845703125,264.998992919922,695.507995605469,2.5,3,1779,6200,37
"958",120000,3818.22705078125,12027.5576171875,1188.05700683594,2,4,1769,7077,4
"959",132000,11173.548828125,8669.451171875,568.97802734375,2,2,1727,14830,37
"960",260000,4040.05102539062,12790.47265625,659.192993164062,3,4,2961,7126,6
"961",120500,8609.4072265625,13920.62890625,278.049011230469,2,3,1682,5898,12
"962",121500,8664.322265625,14016.8369140625,345.723999023438,2,4,1324,5900,13
"963",88000,11116.5322265625,822.164001464844,483.467010498047,2.5,4,1752,6000,32
"964",90000,5722.55419921875,7846.05419921875,291.938995361328,1,3,1092,5152,32
"965",97000,5406.08203125,6582.97802734375,961.736022949219,2,3,1343,6143,17
"966",124000,5185.99609375,11111.34765625,221.511993408203,2,2,1006,3520,11
"967",143000,4521.02685546875,12593.0126953125,256.300994873047,2,3,1199,6913,12
"968",125000,10940.111328125,15504.6552734375,447.988006591797,2,3,1992,9601,22
"969",45000,10942.1669921875,596.195007324219,87.0749969482422,1,2,813,5616,42
"970",168000,6051.15087890625,5531.51416015625,305.217987060547,2,3,1914,8362,7
"971",130000,222.016998291016,13237.34765625,103.171997070312,2,3,1601,4623,6
"972",130000,6115.56005859375,14454.880859375,795.531982421875,1,3,1185,7500,56
"973",161000,7227.166015625,15160.6748046875,317.787994384766,2,3,1629,11159,2
"974",102000,1703.65405273438,10096.421875,40.2319984436035,1,3,988,7832,31
"975",125000,2402.162109375,12086.0048828125,848.598999023438,2,3,919,6300,7
"976",1e+05,9126.271484375,14482.9404296875,131.449996948242,1,3,1144,6840,33
"977",164000,15085.5380859375,1140.44494628906,113.434997558594,2,4,2534,8390,1
"978",128000,3863.333984375,12263.478515625,482.328002929688,2,4,1859,6957,9
"979",123000,12402.8701171875,4103.39697265625,619.177978515625,2,3,1698,6880,13
"980",97500,12427.251953125,965.877014160156,2039.09899902344,1,3,1118,8589,39
"981",254500,11099.6123046875,1637.83996582031,2055.1201171875,4,4,3188,10969,31
"982",126000,15284.23828125,1101.33605957031,730.163024902344,2,2,1188,5250,9
"983",145000,2755.92895507812,11696.673828125,995.390991210938,2.5,4,1588,5889,12
"984",96000,13844.4697265625,4486.06591796875,909.502990722656,2,3,1366,6750,19
"985",163000,9274.7744140625,14491.912109375,168.634994506836,2.5,4,1924,7300,31
"986",65000,10996.884765625,2017.78503417969,2135.7119140625,1,2,858,6000,47
"987",119000,13932.96484375,3210.03295898438,1579.22900390625,1,3,1195,6000,15
"988",1e+05,13672.4990234375,602.328002929688,405.93798828125,2,3,1699,6000,30
"989",150000,6512.8759765625,13723.6025390625,855.348999023438,2,3,1682,9605,13
"990",110000,12531.322265625,3941.06689453125,775.413024902344,2,4,1911,6500,12
"991",125000,5879.49609375,13710.1181640625,1069.23596191406,1.5,3,1395,6875,59
"992",220000,13179.3935546875,3449.13598632812,267.695007324219,3,4,2426,7902,3
"993",151000,5899.0068359375,6011.48486328125,1205.01000976562,2,3,1688,6306,12
"994",125000,14814.5732421875,2535.38110351562,2226.17602539062,2,3,1808,6637,11
"995",119000,30.0809993743896,12964.958984375,83.4520034790039,2,3,1442,6500,19
"996",156000,12150.408203125,1907.59594726562,2643.38500976562,2,3,1692,6695,51
"997",77500,15098.724609375,1309.27502441406,2154.30590820312,1,2,914,5832,48
"998",240000,4148.9091796875,10395.7060546875,1039.21301269531,3,4,2732,7376,3
"999",98000,4936.69677734375,13011.4453125,1535.26098632812,2,3,1235,7300,6
"1000",117000,9075.294921875,13552.701171875,89.0719985961914,2,3,1200,5810,10
"1001",106000,14174.7197265625,5390.85595703125,941.963012695312,2.5,3,1645,5281,4
"1002",86500,4490.79296875,12327.35546875,929.364990234375,1,3,1060,13515,4
